id,type,title,director,cast,genres,overview,vote_average,vote_count
s6318,TV Show,The Duchess,,"['Katherine Ryan, Rory Keenan, Katy Byrne, Doon Mackichan, Steen Raskopoulos, Michelle de Swarte, Sophie Fletcher']","['British TV Shows, International TV Shows, TV Comedies']","Katherine's a single mom juggling her career, her tween daughter, her relationship with her boyfriend — and pondering getting pregnant with her ex.",6.7,396
s6320,Movie,The Dukes of Hazzard,Jay Chandrasekhar,"['Johnny Knoxville, Seann William Scott, Jessica Simpson, Burt Reynolds, M.C. Gainey, David Koechner, Kevin Heffernan, James Roday, Michael Roof, Joe Don Baker']","['Action & Adventure, Comedies']","The Duke boys are back in this comedy based on the TV series, following Bo and Luke as they tear around Hazzard County in their trusty Dodge Charger.",5.1,316
s6338,Movie,The Evil Dead,Sam Raimi,"['Bruce Campbell, Ellen Sandweiss, Richard DeManincor, Betsy Baker, Theresa Tilly, Bill Vincent, Scott Spiegel, Ivan Raimi, David Horton, John Cameron, Ted Raimi']","['Classic Movies, Cult Movies, Horror Movies']","During a stop at a remote cabin deep within the woods, a group of teens begins turning into flesh-eating zombies in director Sam Raimi's cult classic.",7.3,894
s6349,Movie,The Fighter,David O. Russell,"[""Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo, Jack McGee, Melissa McMeekin, Bianca Hunter, Erica McDermott, Dendrie Taylor, Jill Quigg, Kate B. O'Brien, Sugar Ray Leonard""]","['Dramas, Sports Movies']","After a string of defeats, a boxer rediscovers his fighting will with help from his trainer and half-brother, a once-talented pugilist.",7.2,1486
s6351,Movie,The Final Destination,David R. Ellis,"['Bobby Campo, Shantel VanSanten, Nick Zano, Haley Webb, Mykelti Williamson, Krista Allen, Andrew Fiscella, Justin Welborn, Stephanie Honoré']",['Horror Movies'],"Nick O'Bannon thinks he's cheated death when he keeps a grisly premonition from becoming reality, but he soon realizes that fate has other plans.",5.4,831
s6356,Movie,The First Wives Club,Hugh WIlson,"['Bette Midler, Goldie Hawn, Diane Keaton, Maggie Smith, Dan Hedaya, Sarah Jessica Parker, Stockard Channing, Victor Garber, Stephen Collins, Marcia Gay Harden, Jennie Dundas, Elizabeth Berkley, Eileen Heckart, Bronson Pinchot, Rob Reiner']",['Comedies'],"Following a friend's suicide after her husband dumps her for a younger model, three women plot payback against their two-timing exes.",6.5,166
s6361,Movie,The Flintstones,Brian Levant,"[""John Goodman, Elizabeth Perkins, Rick Moranis, Rosie O'Donnell, Kyle MacLachlan, Halle Berry, Elizabeth Taylor, Dann Florek, Sam Raimi, Harvey Korman""]","['Children & Family Movies, Comedies']",The Flintstones hit the big screen in this live-action comedy that finds Fred and Barney struggling to cope with the pressures of work and family.,5.0,543
s6362,Movie,The Flintstones in Viva Rock Vegas,Brian Levant,"['Mark Addy, Stephen Baldwin, Kristen Johnston, Jane Krakowski, Joan Collins, Thomas Gibson, Alan Cumming']","['Children & Family Movies, Comedies, Romantic Movies']","Yabba-dabba-doo! Digital dinosaurs rule the day when Fred, Barney, Betty and Wilma take Vegas by storm in this prequel that posits their lives before marriage.",4.4,134
s6365,Movie,The Forbidden Kingdom,Rob Minkoff,"['Jackie Chan, Jet Li, Collin Chou, Liu Yifei, Li Bingbing, Michael Angarano, Morgan Benoit, Juana Collignon, Wang Deshun, Thomas McDonell']","['Action & Adventure, Sci-Fi & Fantasy']",Jackie Chan and Jet Li star in this rousing adventure about a martial arts movie fan who finds a mystical staff that transports him to ancient China.,6.3,461
s6368,Movie,The Forest,Jason Zada,"['Natalie Dormer, Taylor Kinney, Yukiyoshi Ozawa, Eoin Macken, Stephanie Vogt, Rina Takasaki, Noriko Sakura, Yuho Yamashita']","['Horror Movies, Independent Movies']","A young woman conducts a search for her twin sister, who disappeared in a notorious area of Japan known as the Suicide Forest.",4.8,448
s6378,Movie,The Frozen Ground,Scott Walker,"[""Nicolas Cage, John Cusack, Vanessa Hudgens, Dean Norris, Radha Mitchell, 50 Cent, Kevin Dunn, Olga Valentina, Michael McGrady, Jodi Lyn O'Keefe""]","['Dramas, Thrillers']","In this fact-based thriller, an Alaska state trooper pursuing a serial killer teams with a 17-year-old-prostitute who escaped the predator's clutches.",6.1,465
s6383,TV Show,The Game,,"['Tia Mowry-Hardrict, Pooch Hall, Coby Bell, Wendy Raquel Robinson, Hosea Chanchez, Brittany Daniel, Barry Floyd']","['Romantic TV Shows, TV Comedies, TV Dramas']",Medical school student Melanie adjusts to life in the world of professional sports when her boyfriend Derwin becomes a pro football player.,7.5,1506
s6394,TV Show,The Gift,,"['Beren Saat, Mehmet Günsür, Metin Akdülger, Melisa Şenolsun, Başak Köklükaya, Civan Canova, Tim Seyfi, Meral Çetinkaya, Hazal Türesan, Cezmi Baskın']","['International TV Shows, TV Dramas, TV Mysteries']",A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.,6.7,1049
s6397,Movie,The Girl with the Dragon Tattoo,David Fincher,"['Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård, Steven Berkoff, Robin Wright, Yorick van Wageningen, Joely Richardson, Geraldine James, Goran Visnjic']","['Dramas, Thrillers']","When a young computer hacker is tasked with investigating a prying journalist, their separate missions become entangled amid a decades-old conspiracy.",7.2,2434
s6407,Movie,"The Goods: Live Hard, Sell Hard",Neal Brennan,"['Jeremy Piven, Ving Rhames, James Brolin, David Koechner, Kathryn Hahn, Ed Helms, Jordana Spiro, Tony Hale, Ken Jeong, Rob Riggle, Kristen Schaal, Alan Thicke, Jonathan Sadowski, Joey Kern, Craig Robinson']",['Comedies'],"Hired to rescue a flagging car dealership during a major sale, a fast-talking closer spends his days on the lot and his nights at local strip clubs.",5.4,58
s6414,Movie,The Grandmaster,Wong Kar Wai,"['Tony Leung Chiu-wai, Zhang Ziyi, Chang Chen, Xiao Shen-Yang, Zhao Benshan, Song Hye-kyo, Wang Qingxiang, Zhang Jin, Lo Hoi-pang, Cung Le, Julian Cheung']","['Action & Adventure, Dramas, International Movies']","As the Japanese invasion looms, Chinese kung fu master Ip Man's world changes when rival master Gong Er and her father arrive in his village.",6.3,273
s6424,Movie,The Great Raid,John Dahl,"['Benjamin Bratt, James Franco, Connie Nielsen, Marton Csokas, Joseph Fiennes, Motoki Kobayashi, Robert Mammone, Natalie Mendoza, Cesar Montano, James Carpinello, Mark Consuelos, Sam Worthington, Craig McLachlan, Max Martini, Clayne Crawford']","['Action & Adventure, Dramas']","In World War II, a battalion goes on a daring rescue mission to liberate the Americans and Filipinos who've been captured by the Japanese.",6.8,91
s6426,Movie,The Green Hornet,Michel Gondry,"['Seth Rogen, Jay Chou, Cameron Diaz, Tom Wilkinson, Christoph Waltz, David Harbour, Edward James Olmos, Jamie Harris, Chad L. Coleman, Edward Furlong']","['Action & Adventure, Comedies']","A hard-partying heir dons a disguise to fight crime after hours. But with no talents or skills, he relies on his friend, a martial-arts genius.",5.5,1251
s6427,Movie,The Green Inferno,Eli Roth,"['Ignacia Allamand, Daryl Sabara, Nicolás Martínez, Lorenza Izzo, Ariel Levy, Magda Apanowicz, Sky Ferreira, Kirby Bliss Blanton, Aaron Burns, Ramón Llao, Richard Burgi']","['Horror Movies, Independent Movies']","Determined to save an Amazon tribe being squeezed by logging, a group of students finds nothing but trouble when their plane crashes in the jungle.",5.0,349
s6435,Movie,The Hateful Eight,Quentin Tarantino,"['Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir, Tim Roth, Michael Madsen, Bruce Dern, James Parks, Dana Gourrier, Channing Tatum, Zoë Bell']","['Action & Adventure, Thrillers']","Years after the Civil War, a bounty hunter and his captive are waylaid by a Wyoming blizzard and hole up in a way station with six dicey strangers.",7.6,4274
s6442,Movie,The Haunting of Molly Hartley,Mickey Liddell,"['Haley Bennett, Jake Weber, Chace Crawford, Shannon Woodward, Shanna Collins, AnnaLynne McCord, Marin Hinkle, Nina Siemaszko, Josh Stewart, Jessica Lowndes, Randy Wayne']","['Horror Movies, Thrillers']","A troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her.",4.3,48
s6448,Movie,The Help,Tate Taylor,"[""Emma Stone, Viola Davis, Bryce Dallas Howard, Octavia Spencer, Jessica Chastain, Ahna O'Reilly, Allison Janney, Anna Camp, Cicely Tyson, Mike Vogel, Sissy Spacek, Mary Steenburgen, Carol Sutton, Dana Ivey, Amy Beckwith, Aunjanue Ellis, Kelsey Scott, Lauren Miller, Tarra Riggs, Wes Chatham, Ashley Johnson, Roslyn Ruff, Brian Kerwin, Shane McRae, Chris Lowell, Charles Cooper, Leslie Jordan, La Chanze, Elizabeth Smith, Nelsan Ellis, Ritchie Montgomery, Ted Welch, David Oyelowo, Tiffany Brouwer""]",['Dramas'],"A young, white writer stirs up the status quo in 1960s Mississippi by interviewing Black housemaids and bringing their stories to the masses.",7.8,1910
s6473,Movie,The Hundred-Foot Journey,Lasse Hallström,"['Helen Mirren, Om Puri, Manish Dayal, Charlotte Le Bon, Amit Shah, Farzana Dua Elahe, Dillon Mitra, Aria Pandya']","['Comedies, Dramas']","A chef and his family leave India to open an eatery in the south of France, where they clash with the haughty restaurateur across the street.",7.3,508
s6474,TV Show,The Hunt,,['David Attenborough'],"['British TV Shows, Docuseries, Science & Nature TV']","Witness some of the most riveting showdowns in the animal kingdom as cameras capture leopards, polar bears and other predators targeting their prey.",7.9,927
s6480,Movie,The Imaginarium of Doctor Parnassus,Terry Gilliam,"['Heath Ledger, Christopher Plummer, Andrew Garfield, Verne Troyer, Lily Cole, Tom Waits, Johnny Depp, Colin Farrell, Jude Law']","['Action & Adventure, Sci-Fi & Fantasy']","When a deal with the devil comes due, the immortal Doctor Parnassus must renegotiate the pact to save his daughter and right the wrongs of his past.",6.3,869
s6481,Movie,The Impossible,J.A. Bayona,"['Naomi Watts, Ewan McGregor, Tom Holland, Samuel Joslin, Oaklee Pendergast, Marta Etura, Sönke Möhring, Geraldine Chaplin, Ploy Jindachote, Jomjaoi Sae-Limh']",['Dramas'],"Tracking one family's harrowing experiences, this gripping drama depicts the chaos generated by the massive 2004 tsunami in Southeast Asia.",7.0,2025
s6490,Movie,The Indian in the Cupboard,Frank Oz,"['Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins, Rishi Bhat, Steve Coogan, David Keith, Sakina Jaffrey, Vincent Kartheiser, Nestor Serrano']","['Children & Family Movies, Dramas']","A boy receives a wooden cupboard, antique keys and an Iroquois warrior figurine for his birthday. The figurine comes to life overnight in the cabinet.",5.9,134
s6492,Movie,The Informant!,Steven Soderbergh,"['Matt Damon, Scott Bakula, Joel McHale, Melanie Lynskey, Thomas F. Wilson, Patton Oswalt, Tony Hale, Eddie Jemison, Paul F. Tompkins, Tom Papa']","['Comedies, Dramas']","While gathering evidence against his employer to help the FBI build a price-fixing case, Mark Whitacre begins to piece together a fantasy world.",6.0,301
s6500,Movie,The Interview,Craig Monahan,"['Hugo Weaving, Tony Martin, Aaron Jeffery, Paul Sonkkila, Michael Caton, Peter McCauley']","['Cult Movies, Dramas, Thrillers']","When a man who's seemingly lost everything is grabbed by police for questioning, it starts a twisted cat-and-mouse game between him and a detective.",6.1,2304
s6502,Movie,The Invention of Lying,"Ricky Gervais, Matthew Robinson","['Ricky Gervais, Jennifer Garner, Jonah Hill, Louis C.K., Jeffrey Tambor, Fionnula Flanagan, Rob Lowe, Tina Fey, Donna Sorbello, Stephanie March']","['Comedies, Romantic Movies']","In a world where no one fibs, a screenwriter gains fame and fortune – and maybe the girl of his dreams – by saying things that aren't true.",6.0,518
s6510,Movie,The Iron Lady,Phyllida Lloyd,"['Meryl Streep, Jim Broadbent, Alexandra Roach, Harry Lloyd, Olivia Colman, Iain Glen, Victoria Bewick, Nicholas Farrell, John Sessions, Anthony Head, David Westhead, Julian Wadham, Richard E. Grant, Angus Wright, Roger Allam, Michael Pennington, Susan Brown, Phoebe Waller-Bridge']","['Dramas, International Movies']","Margaret Thatcher, the first female prime minister of Britain, navigates a career destined to change the rules of leadership and politics.",6.2,527
s6512,Movie,The Island,Toka McBaror,"['Sambasa Nzeribe, Segun Arinze, Tokunbo Idowu, Femi Adebayo']","['Dramas, International Movies, Thrillers']","When a colonel uncovers controversial intel about the government, he makes a shocking discovery and must decide whether to reveal it or risk his life.",6.5,1770
s6521,TV Show,The Jungle Book,,"['Emma Tate, Jimmy Hibbert, Sam Gold, David Holt, Joseph J. Terry']","[""Kids' TV""]","This animated series follows young Mowgli and his animal mentors Bagheera and Baloo, who do their best to protect him from fierce tiger Shere Khan.",6.7,2892
s6524,Movie,The Karate Kid,Harald Zwart,"['Jaden Smith, Jackie Chan, Taraji P. Henson, Wenwen Han, Yu Rongguang, Zhensu Wu, Zhiheng Wang, Zhenwei Wang, Shijia Lü, Yi Zhao']","['Children & Family Movies, Dramas']","After moving to Beijing with his mother, Dre falls prey to a bully, so he takes lessons from a martial arts master in this remake of the 1984 classic.",6.9,891
s6534,Movie,The King's Speech,Tom Hooper,"['Colin Firth, Geoffrey Rush, Helena Bonham Carter, Guy Pearce, Timothy Spall, Derek Jacobi, Jennifer Ehle, Anthony Andrews, Claire Bloom, Eve Best, Michael Gambon']","['Dramas, International Movies']","In this biographical drama, Britain's King George VI struggles with an embarrassing stutter until he seeks help from speech therapist Lionel Logue.",7.6,2752
s6543,Movie,The Lake House,Alejandro Agresti,"['Keanu Reeves, Sandra Bullock, Dylan Walsh, Shohreh Aghdashloo, Ebon Moss-Bachrach, Lynn Collins, Willeke van Ammelrooy, Christopher Plummer']","['Dramas, Romantic Movies, Sci-Fi & Fantasy']","A lonely doctor begins writing letters to the frustrated architect who lives in her former home, only to discover that they're living two years apart.",6.5,670
s6551,Movie,The Last Airbender,M. Night Shyamalan,"['Noah Ringer, Dev Patel, Nicola Peltz, Jackson Rathbone, Shaun Toub, Aasif Mandvi, Cliff Curtis, Seychelle Gabriel, Jessica Andres, Keong Sim, Summer Bishil, Francis Guinan, Katharine Houghton, Damon Gupton']","['Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy']","In a world ravaged by the Fire nation's aggression toward the peaceful Air, Water and Earth nations, a young boy holds the key to restoring peace.",4.7,1151
s6558,Movie,The Last Exorcism,Daniel Stamm,"['Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum, Caleb Landry Jones, Tony Bentley, John Wright Jr., Shanna Forrestall, Justin Shafer, Carol Sutton']","['Horror Movies, Independent Movies, Thrillers']","Ready to expose his miraculous deeds as mere trickery, a famed evangelist invites a documentary crew to film his final exorcism.",5.6,328
s6603,Movie,The Little Prince,Mark Osborne,"['Jeff Bridges, Mackenzie Foy, Rachel McAdams, Riley Osborne, Marion Cotillard, Bud Cort, Ricky Gervais, Albert Brooks, James Franco, Benicio Del Toro, Paul Rudd, Paul Giamatti']",['Children & Family Movies'],"When an overscheduled girl befriends an eccentric aviator, he regales her with tales about the adventures of an unusual boy who lives on an asteroid.",7.6,756
s6605,Movie,The Little Vampire,"Richard Claus, Karsten Kiilerich","['Matthew Marsh, Rasmus Hardiker, Miriam Margolyes, Tim Pigott-Smith, Alice Krige, Amy Saville, Joseph Kloska, Diane Wilson, Phoebe Givron-Taylor, Jim Carter, Sven De Ridder']",['Children & Family Movies'],An American kid obsessed with the undead befriends and offers to help a young vampire whose family is being targeted by a merciless vampire hunter.,6.1,77
s6607,Movie,The Lives of Others,Florian Henckel von Donnersmarck,"['Ulrich Mühe, Martina Gedeck, Sebastian Koch, Ulrich Tukur, Thomas Thieme, Hans-Uwe Bauer, Volkmar Kleinert, Matthias Brenner, Charly Hübner']","['Dramas, International Movies, Thrillers']","As a secret police agent eavesdrops on a successful writer in East Germany in 1984, he becomes increasingly fascinated by the man's life and politics.",7.9,958
s6614,Movie,The Longest Yard,Robert Aldrich,"['Burt Reynolds, Eddie Albert, Ed Lauter, James Hampton, Charles Tyner, Bernadette Peters, Richard Kiel, Joe Dorsey, Joe Jackson, Harry Caesar, John Steadman, Jim Nicholson, Tony Cacciotti']","['Classic Movies, Comedies, Sports Movies']",Washed-up professional quarterback Paul Crewe is sent to jail and forced to put together an inmate gridiron team to take on a group of prison guards.,6.2,785
s6615,Movie,The Longshots,Fred Durst,"['Ice Cube, Keke Palmer, Tasha Smith, Jill Marie Jones, Dash Mihok, Matt Craven, Glenn Plummer, Garrett Morris, Miles Chandler, Malcolm Goodwin']","['Comedies, Dramas, Sports Movies']","When an 11-year-old girl becomes Pop Warner football's first female quarterback, she raises eyebrows – till she takes her team to the brink of glory.",6.5,11
s6617,Movie,The Lord of the Rings: The Return of the King,Peter Jackson,"['Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Billy Boyd, Dominic Monaghan, Orlando Bloom, Hugo Weaving']","['Action & Adventure, Sci-Fi & Fantasy']","Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor.",8.1,8064
s6618,Movie,The Lord of the Rings: The Two Towers,Peter Jackson,"['Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Christopher Lee, Billy Boyd, Dominic Monaghan, Orlando Bloom']","['Action & Adventure, Sci-Fi & Fantasy']","Frodo and Sam head to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin.",8.0,7487
s6623,Movie,The Love Guru,Marco Schnabel,"['Mike Myers, Jessica Alba, Justin Timberlake, Ben Kingsley, Romany Malco, Meagan Good, Verne Troyer, Omid Djalili, Telma Hopkins']","['Comedies, Sports Movies']","Raised on an ashram in India, a self-styled love guru returns to his native America to settle a romantic rivalry between two pro hockey players.",4.3,242
s6625,Movie,The Lovers,Azazel Jacobs,"['Aidan Gillen, Melora Walters, Tyler Ross, Jessica Sula, Lesley Fera, Tracy Letts, Debra Winger']","['Comedies, Dramas, Independent Movies']","On the verge of divorce, a middle-aged couple, each involved in a serious affair, rethink their marriage and the meaning of love and fidelity.",4.8,34
s6645,Movie,The Mask of Zorro,Martin Campbell,"['Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, Stuart Wilson, Matt Letscher, Tony Amendola, Pedro Armendáriz Jr., William Marquez, José Pérez, Victor Rivers']","['Action & Adventure, Romantic Movies']","An aging Zorro passes the torch to a young successor, schooling him in discipline and training him to take up the sword against crooked officials.",6.3,1183
s6647,Movie,The Master,Paul Thomas Anderson,"[""Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Laura Dern, Kevin J. O'Connor, Jesse Plemons, Rami Malek, Christopher Evan Welch, Madisen Beaty, Ambyr Childers, Price Carson""]","['Dramas, Independent Movies']","A heavy-drinking loner finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion.""",7.0,701
s6649,Movie,The Matrix,"Lilly Wachowski, Lana Wachowski","['Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster, Joe Pantoliano, Marcus Chong, Julian Arahanga, Matt Doran, Belinda McClory']","['Action & Adventure, Sci-Fi & Fantasy']","A computer hacker learns that what most people perceive as reality is actually a simulation created by machines, and joins a rebellion to break free.",7.9,8907
s6650,Movie,The Matrix Reloaded,"Lilly Wachowski, Lana Wachowski","['Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Gloria Foster, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Randall Duk Kim, Nona Gaye']","['Action & Adventure, Sci-Fi & Fantasy']","The crew must protect Zion, the last outpost still under human control, after it is pinpointed by the machines responsible for the Matrix.",6.7,3443
s6651,Movie,The Matrix Revolutions,"Lilly Wachowski, Lana Wachowski","['Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Mary Alice, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Nona Gaye']","['Action & Adventure, Sci-Fi & Fantasy']",The final installment in the Matrix trilogy finds an unconscious Neo trapped in a subway station in a zone between the Matrix and the machine world.,6.4,3096
s6659,Movie,The Men Who Stare at Goats,Grant Heslov,"['George Clooney, Ewan McGregor, Jeff Bridges, Kevin Spacey, Stephen Lang, Robert Patrick, Waleed Zuaiter, Stephen Root, Glenn Morshower, Nick Offerman, Tim Griffin, Rebecca Mader']",['Comedies'],"A journalist latches onto an unbelievable story in Iraq when he meets Lyn, a man of mysterious origins who reveals he was a ""warrior monk.""",5.9,742
s6679,TV Show,The Mist,,"['Morgan Spector, Alyssa Sutherland, Gus Birney, Danica Curcic, Okezie Morro, Luke Cosgrove, Darren Pettie, Russell Posner, Frances Conroy, Dan Butler, Isiah Whitlock Jr.']","['TV Dramas, TV Horror, TV Mysteries']","Trapped by a mysterious fog, residents of a Maine village discover that it hides nightmarish creatures. A new series based on Stephen King's novella.",6.7,1399
s6693,Movie,The Muppets,James Bobin,"['Jason Segel, Amy Adams, Chris Cooper, Rashida Jones, Kermit the Frog, Miss Piggy, Fozzie Bear, Gonzo, Muppets, Steve Whitmire, Eric Jacobson, Dave Goelz, Bill Barretta, David Rudman, Matt Vogel, Peter Linz']","['Children & Family Movies, Comedies']","When the Muppets learn that their beloved theater is slated for demolition, the gang reunite to raise the $10 million they need to save it.",6.5,501
s6714,Movie,The Nut Job,Peter Lepeniotis,"['Will Arnett, Brendan Fraser, Gabriel Iglesias, Jeff Dunham, Liam Neeson, Katherine Heigl, Stephen Lang, Maya Rudolph, Sarah Gadon, James Rankin']","['Children & Family Movies, Comedies']","When his grouchy attitude gets him kicked out of the park, Surly the squirrel hatches a plan to rob Maury's Nut Shop to stock up for winter.",5.5,319
s6726,TV Show,The Order,,"['Jake Manley, Sarah Grey, Max Martini, Matt Frewer, Adam DiMarco, Katharine Isabelle, Louriza Tronco, Aaron Hale, Devery Jacobs, Thomas Elms, Dylan Playfair, Ian Tracey, Sam Trammell']","['International TV Shows, TV Dramas, TV Horror']","Out to avenge his mother's death, a college student pledges a secret order and lands in a war between werewolves and practitioners of dark magic.",4.8,91
s6727,Movie,The Original Kings of Comedy,Spike Lee,"['Steve Harvey, D.L. Hughley, Cedric the Entertainer, Bernie Mac']",['Stand-Up Comedy'],"Director Spike Lee documents the last night of the hit comedy tour featuring comics Steve Harvey, Cedric the Entertainer, D.L. Hughley and Bernie Mac.",6.3,15
s6730,Movie,The Other Guys,Adam McKay,"['Will Ferrell, Mark Wahlberg, Eva Mendes, Michael Keaton, Steve Coogan, Ray Stevenson, Samuel L. Jackson, Dwayne Johnson, Lindsay Sloane, Natalie Zea']","['Action & Adventure, Comedies']",New York cops Allen and Terry toil in obscurity as lowly desk jockeys until a big break finally gives them a chance to tackle real police work.,6.1,1383
s6737,TV Show,The Outsiders,,"['Dylan Kuo, Ady An, Lan Cheng-Lung, Michael Chang, Joelle Lu']","['Crime TV Shows, International TV Shows, Romantic TV Shows']",A trio of delinquent brothers fends off neighborhood rivals until one joins a gang to gain protection for the upper-class girl he loves.,6.9,291
s6745,Movie,The Peacemaker,Mimi Leder,"['George Clooney, Nicole Kidman, Marcel Iures, Aleksandr Baluev, Rene Medvesek, Gary Werntz, Randall Batinkoff, Jim Haynie, Alexander Strobele, Holt McCallany']",['Action & Adventure'],"After terrorists trigger a nuclear blast in Russia, a U.S. Special Forces intelligence agent and a nuclear weapons expert come to the rescue.",5.8,255
s6746,Movie,The Pelican Brief,Alan J. Pakula,"['Julia Roberts, Denzel Washington, Sam Shepard, John Heard, Tony Goldwyn, James Sikking, William Atherton, Robert Culp, Stanley Tucci, John Lithgow, Hume Cronyn']","['Dramas, Thrillers']","When law student Darby Shaw theorizes about the assassinations of two Supreme Court justices, she is put in danger and turns to a reporter for help.",6.3,371
s6750,TV Show,The Perfect Match,,"['Wu Kang-jen, Ivy Shao, Ben Wu, Xiao Man, Nylon Chen']","['International TV Shows, Romantic TV Shows, TV Comedies']","A night market vendor clashes with a lofty celebrity chef in a culinary challenge, fueling the first sparks of a romance.",5.2,42
s6753,Movie,The Perks of Being a Wallflower,Stephen Chbosky,"['Logan Lerman, Emma Watson, Ezra Miller, Mae Whitman, Paul Rudd, Nina Dobrev, Johnny Simmons, Dylan McDermott, Kate Walsh, Joan Cusack, Melanie Lynskey']","['Comedies, Dramas']",A shy freshman struggling with depression deals with his best friend's suicide and his first love in this engaging coming-of-age tale.,7.7,2968
s6754,Movie,The Phantom of the Opera,Joel Schumacher,"['Gerard Butler, Emmy Rossum, Patrick Wilson, Miranda Richardson, Minnie Driver, Ciarán Hinds, Simon Callow, Victor McGuire, Jennifer Ellison']","['Dramas, Music & Musicals, Romantic Movies']","In 1870, a disfigured recluse roams beneath a Parisian opera house and takes under his wing a young soprano, with whom a love triangle develops.",7.0,438
s6758,Movie,The Pink Panther,Shawn Levy,"['Steve Martin, Kevin Kline, Beyoncé Knowles-Carter, Jean Reno, Emily Mortimer, Henry Czerny, Kristin Chenoweth, Roger Rees, Philip Goodwin, Henri Garcin, William Abadie']","['Children & Family Movies, Comedies']",Bumbling Inspector Clouseau must solve the murder of a world-famous soccer coach and catch the thief who stole his priceless diamond ring.,5.6,550
s6763,Movie,The Place Beyond the Pines,Derek Cianfrance,"['Ryan Gosling, Bradley Cooper, Eva Mendes, Ray Liotta, Ben Mendelsohn, Rose Byrne, Mahershala Ali, Bruce Greenwood, Harris Yulin, Olga Merediz']","['Dramas, Independent Movies']",A violent confrontation between a motorcycle-riding bank robber and a rookie cop spirals into a tense generational feud.,6.8,1653
s6770,Movie,The Polar Express,Robert Zemeckis,"['Tom Hanks, Leslie Zemeckis, Eddie Deezen, Nona Gaye, Peter Scolari, Brendan King, Andy Pellick, Michael Jeter, Chris Coppola, Julene Renee']",['Children & Family Movies'],"In this warm-hearted tale, a young boy's faith in the holiday spirit is revived after he makes his way by train to the North Pole on Christmas Eve.",6.4,1474
s6776,Movie,The Prince,Brian A. Miller,"['Jason Patric, Bruce Willis, John Cusack, Rain, Jessica Lowndes, Johnathon Schaech, Gia Mantegna, 50 Cent']",['Action & Adventure'],A former Mafia hit man living quietly as a mechanic veers back into his old world after his daughter is abducted and faces an old foe in New Orleans.,4.6,218
s6777,Movie,The Prince & Me,Martha Coolidge,"['Julia Stiles, Luke Mably, Ben Miller, Miranda Richardson, James Fox, Alberta Watson, John Bourgeois, Zachary Knighton, Eliza Bennett']","['Comedies, Romantic Movies']","A hardworking Wisconsin college student falls for her arrogant yet charming classmate, unaware that he's a Danish prince attending school incognito.",5.9,278
s6780,Movie,The Princess and the Frog,"Ron Clements, John Musker","['Anika Noni Rose, Bruno Campos, Keith David, Michael-Leon Wooley, Jennifer Cody, Jim Cummings, Peter Bartlett, Jenifer Lewis, Oprah Winfrey, Terrence Howard, John Goodman, Emeril Lagasse, June Christopher, Paul Briggs, Rob Edwards, John Kassir, Fred Tatasciore, Kimberly Russell, Rif Hutton, Randy Newman, Bridget Hoffman, Corey Burton, Joe Whyte, Michael Colyar, Bruce Smith, Terri Douglas, Claudette Wells, Roger Aaron Brown, Mona Marshall, Terence Blanchard, Kwesi Boakye, Mick Wingert, David Cowgill, Peter Renaday, John Musker, Ritchie Montgomery, Jerry Kernion, Philip Proctor, Eddie Frierson']",['Children & Family Movies'],"In New Orleans during the Jazz Age, a beautiful girl named Tiana has a fateful encounter with frog prince who desperately wants to be human again.",6.7,1247
